Word|Antonym1,Antonym2,Antonym3,Antonym4
noneffervescent|effervescent,sparkling
non-engagement|involvement,participation,engagement
nonenterprising|enterprising
nonentity|existence
nonequivalence|equivalence
nonessential|essential
nonexempt|exempt,nontaxable
nonexistence|existence
nonexistent|existent
nonexplorative|exploratory
nonexploratory|exploratory
nonexplosive|explosive
nonextant|extant
nonextensile|extensile
nonfat|fatty
nonfatal|fatal
nonfictional|fictional
nonfinancial|financial
non-finite|finite
nonfissile|fissile
nonfissionable|fissionable
nonflowering|flowering
nonfunctional|functioning,functional
nonharmonic|harmonic
nonheritable|inheritable
nonhierarchic|hierarchical
nonhierarchical|hierarchical
nonhuman|human
nonimitative|imitative
nonindulgent|indulgent
nonindustrial|industrial
noninfectious|infectious
noninheritable|inheritable
noninstitutional|institutional
noninstitutionalised|institutionalized
noninstitutionalized|institutionalized
nonintegrated|integrated
nonintellectual|intellectual
noninterference|interference,intervention
nonintervention|interference,intervention
noninvasive|invasive
non-invertible|invertible
non-involvement|involvement,participation,engagement
nonionic|ionized,ionic
nonionised|ionized
nonionized|ionized
nonjudgmental|judgmental
nonlinear|linear
nonlinguistic|linguistic
nonliteral|literal
nonliving|animate
non-living|animate
nonmagnetic|magnetic
economy|market
nonmaterial|material
nonmeaningful|meaningful
nonmechanical|mechanical
nonmember|member
nonmetal|metallic
nonmetallic|metallic
nonmetamorphic|metamorphic
nonmigratory|migratory
nonmilitary|military
non-miscible|miscible
nonmodern|modern
nonmonotonic|monotonic
nonmoving|moving
nonmusical|musical
nonnative|native
nonobservance|observance
nonoperational|operational
nonparticipation|involvement,participation,engagement
nonparticulate|particulate
nonpartisan|partisan
nonpartisanship|partiality
nonpartizan|partisan
nonpasserine|passerine
nonpayment|payment
nonperiodic|periodic
nonphilosophic|philosophical
nonphilosophical|philosophical
nonphotosynthetic|photosynthetic
nonpolar|ionic
nonpolitical|political
nonporous|porous
nonpregnant|pregnant
nonprehensile|prehensile
nonprescription|prescription
nonprofessional|professional
nonproliferation|proliferation
non-proliferation|proliferation
nonproprietary|proprietary
nonprotractile|extensile
nonpsychoactive|psychoactive
nonracial|racial
nonradioactive|radioactive
nonrandom|random
nonreciprocal|reciprocal
nonreflecting|reflective
nonreflective|reflective
person|religious
nonremittal|payment
nonrenewable|renewable
nonrepetitive|repetitive
nonrepresentational|representational
nonrepresentative|representative
nonresident|resident
nonresidential|residential
nonresonant|reverberant
nonreticulate|reticulate
nonretractable|retractile
nonretractile|retractile
nonreturnable|returnable
nonreversible|reversible
nonrigid|rigid
nonruminant|ruminant
nonsectarian|sectarian
nonsexual|sexual
nonsignificant|significant
matrix|singular
nonslippery|slippery
nonsmoker|smoker
nonspatial|spatial
nonspeaking|speaking
nonspecific|specific
nonspherical|spherical
nonstandard|standard
nonstarter|achiever
nonsteroidal|steroidal
nonsubjective|subjective
nonsubmergible|submersible
nonsubmersible|submersible
nonsuppurative|suppurative
nonsurgical|surgical
nonsweet|sugary
nonsyllabic|syllabic
nontaxable|taxable
nontechnical|technical
nonterritorial|territorial
nonthermal|thermal
nontoxic|toxic
nontraditional|traditional
nontranslational|translational
nonuniformity|uniformity
nonunion|union
nonviolent|violent
nonviolently|violently
storage|volatile
storage|volatile
nonvolatile|volatile
nonvolatilisable|volatile
nonvolatilizable|volatile
nonvoluntary|voluntary
nonwashable|washable
nonwoody|woody
nonworker|worker
normal|abnormal,paranormal
normalcy|abnormality
normality|abnormality
normally|remarkably
normative|descriptive
normotensive|hypertensive,hypotensive
north|south
northern|southern
northernness|southernness
nosed|noseless
noseless|nosed
absolutely|unconditionally
sight|by
sight|by
due|due
intrusive|intrusive
suitably|appropriately,suitably
surprised|surprised
yet|already
note|ignore
notice|ignore
noticeable|unnoticeable,unobtrusive
noticeably|imperceptibly
noticed|unnoticed
nourished|malnourished
nowness|futurity,pastness
noxious|innocuous
noxiously|harmlessly
nuclear|conventional
nullify|validate
numerate|innumerate
numerical|verbal
nurse|bottlefeed
o.k.|disapprove
obedience|disobedience
obedient|disobedient
obediently|disobediently
obeisance|disobedience
obey|disobey
obfuscate|clarify
program|source
objectify|personalise,personalize
objective|subjective
objectively|subjectively
oblate|prolate
obligate|facultative
obligated|unobligated
obligatorily|optionally
obligatory|optional
oblige|disoblige
angle|right
case|nominative
triangle|right
oblique|parallel,perpendicular,nominative
obscureness|clarity
obscurity|clarity,prominence
observably|imperceptibly
observance|nonobservance
observe|break,disrespect
obstinate|docile
obstruct|free
obstructed|unobstructed
obtrusive|unobtrusive
obtrusively|unobtrusively
obtrusiveness|unobtrusiveness
obturate|free
obtuse|acute
obtuseness|acuteness
obverse|reverse
obviate|necessitate
obvious|unobvious
occidentalise|orientalise,orientalize
occidentalize|orientalise,orientalize
occlude|free
occlusive|continuant
occupant|nonresident
occupied|unoccupied
occupier|nonresident
odd|even
ungulate|even-toed
odorize|deodourise,deodorize
odorless|odorous
odorous|odorless
odourise|deodourise,deodorize
odourless|odorous
oestrus|anestrus
course|unnaturally
import|unimportant
off|on
offence|defence,defense
offend|keep
offending|unoffending
offense|defence,defense
offensive|inoffensive,defensive,euphemistic,savory
offensively|defensively,inoffensively
official|unofficial
officially|unofficially
off-line|on-line
off-peak|peak
offsaddle|saddle
off-season|high
offset|middle,end
offshore|inshore,onshore
offside|onside
offsides|onside
off-site|on-site
offstage|onstage
off-street|on-street
oft|rarely,infrequently
often|rarely,infrequently
oftentimes|rarely,infrequently
ofttimes|rarely,infrequently
oiled|unoiled
okay|disapprove
font|modern
style|modern
old|young,new
oldness|youngness,newness
oleophilic|oleophobic
oleophobic|oleophilic
omit|include,attend
omnidirectional|directional
omnivorous|insectivorous,carnivorous,herbivorous
floor|downstairs
floor|upstairs
basis|irregularly
basis|regularly
hand|on
purpose|accidentally,unintentionally
hand|on
hand|on
on|off
all|inconclusively
language|multidimensional
one-dimensional|planar,cubic,multidimensional
one-piece|two-piece,three-piece
one-sided|reversible,multilateral
one-year|biennial,perennial
on-line|off-line
onomatopoeic|nonechoic
onomatopoeical|nonechoic
onomatopoetic|nonechoic
onshore|offshore
onside|offside
on-site|off-site
onstage|offstage
on-street|off-street
ontogenesis|nondevelopment
ontogeny|nondevelopment
onymous|anonymous
opacity|clarity,transparency
opaque|clear
opaqueness|clarity
chain|closed
circuit|closed
interval|closed
up|close,close
open|closed,covert,unreceptive,shut,close,fold
open-chain|cyclic
opened|closed
opening|closing
openness|closeness
operable|inoperable
operate|disengage,malfunction
operational|nonoperational
operative|inoperative,medical
opisthognathous|prognathous
opponent|agonist
opportune|inopportune
opportunely|inopportunely
opportuneness|inopportuneness
opposable|unopposable
opposed|unopposed
opposer|agonist
word|synonym
opposite|alternate,synonym
opprobrium|fame
optimism|pessimism
optimist|pessimist
optimistic|pessimistic
optimistically|pessimistically
optional|obligatory
optionally|obligatorily
orad|aborad
oral|anal,aboral
order|disorder,disorderliness,disorder,deregulate
ordered|disarranged,incoherent,disordered
orderliness|disorder,disorderliness
orderly|incoherent,disorderly
ordinal|cardinal
ordinarily|remarkably
ordinariness|extraordinariness
ordinary|extraordinary
disorder|functional
organic|functional,inorganic
organically|inorganically
organise|disorganise,disorganize
organize|disorganise,disorganize
organized|unorganized,disorganized
orient|disorient
orientalise|occidentalise,occidentalize
orientalize|occidentalise,occidentalize
orientate|disorient
orientated|unoriented
orientating|disorienting
oriented|unoriented
orienting|disorienting
sin|actual
original|unoriginal
originality|unoriginality
originative|uncreative
orthodox|unorthodox
orthodoxy|unorthodoxy
orthotropous|campylotropous
ostentatious|unostentatious
security|listed
other|same
otherworldliness|worldliness
doors|indoors,inside
hand|in
wedlock|legitimately
out|safe
out-basket|in-basket
outbid|underbid
outboard|inboard
outbred|inbred
outdoor|indoor
outdoors|indoors,inside
garment|undergarment
outer|inner
outfield|infield
outflow|influx,inflow
outgo|income
outgoing|incoming
outlander|citizen
outlaw|decriminalise,decriminalize,legalize
outlay|income
out-of-door|indoor
thinking|convergent
outpatient|inpatient
outset|middle,end
outside|inside,indoors,inside,indoor
outspan|inspan
outstandingly|unremarkably
out-tray|in-basket
outward|inward
outwardly|inwardly
outwardness|inwardness
outwards|inward
outwear|refresh
security|listed
overachievement|underachievement
overact|underact
overarm|underhand
overbid|underbid
overcast|clear
overcharge|undercharge
overdraw|understate
overdress|dress
overestimate|underestimate,underestimate,undervalue
overexpose|underexpose
overgarment|undergarment
overhand|underhand
overhanded|underhand
overhead|surface,subsurface
overleap|attend
overlook|attend
overpay|underpay
overplay|underact
overrate|underestimate
overshoot|undershoot
overspend|underspend
overstate|understate
overstatement|understatement
overstock|understock
overt|covert
drug|prescription
medicine|prescription
over-the-counter|prescription
overtime|regulation
overtly|covertly
overvalue|underestimate,undervalue
oviparous|ovoviviparous,viviparous
ovoviviparous|viviparous,oviparous
ovulation|anovulation
owed|undue
owned|unowned
ownerless|owned
oxidate|deoxidise,deoxidize
oxidise|deoxidise,deoxidize
oxidize|deoxidise,deoxidize
together|decompress
pack|unpack
package|hardware,unbox
packaged|unpackaged
paid|unpaid
pain|pleasure
painful|painless
painfully|painlessly
painfulness|pleasure
painless|painful
painlessly|painfully
painstakingness|unconscientiousness
paintable|unpaintable
painted|unpainted
paired|alternate
palatability|unpalatability
palatable|unpalatable
palatableness|unpalatability
palatably|unpalatably
palingenesis|cenogenesis
palingenetic|cenogenetic
palpability|impalpability,intangibility
palpable|impalpable
loss|paper
profit|paper
paradigmatic|syntagmatic
operation|serial
parallel|perpendicular,oblique
parallelogram|trapezium
paranormal|sensory,normal
parasite|host
pardonable|unpardonable
pardonably|unpardonably,unforgivably,inexcusably
parent|child
parental|filial
parented|unparented
parentless|parented
part|wholly
partial|impartial
partiality|impartiality
partially|wholly
participate|drop
participation|non-involvement,nonparticipation,non-engagement
proposition|universal
particular|universal
particularise|generalize
particularity|generality
particularize|generalize
particulate|nonparticulate
partisan|nonpartisan
partisanship|impartiality
partizan|nonpartisan
partly|wholly
parttime|full-time
part-time|full-time
away|be
on|recede
up|accept
pass|running,failing,be
passable|impassable
passably|immoderately,unreasonably
passerine|nonpasserine
passing|failing,running
passionate|passionless
passionless|passionate
trust|active
voice|active
passive|active,active
passively|actively
times|future
past|present,future,future
pastness|presentness,futurity
paternal|maternal,filial
patience|impatience
patient|impatient
patiently|impatiently
patness|inopportuneness
patriarchal|matriarchal
patrician|plebeian,proletarian
patriotic|unpatriotic
patriotically|unpatriotically
patronise|boycott
patronised|unpatronized
patronize|boycott
patronized|unpatronized
patronless|patronized
patterned|plain
paved|unpaved
cash|charge
up|default
pay|default
attention|heedless,inattentiveness
payment|nonpayment
peace|war
peaceful|unpeaceful
peacenik|hawk
peach|keep
season|off-season
peak|off-peak
pedunculate|sessile
peel|dress
peeress|nobleman,Lord
pellucidity|unclearness,obscurity
along|linger
penalty|reward
penetrability|imperviousness,impenetrability
penetrable|impenetrable
penitent|unrepentant,impenitent
penitentially|unrepentantly,impenitently
penitently|unrepentantly,impenitently
perceptibility|imperceptibility
perceptible|imperceptible
perceptibly|imperceptibly
perceptive|unperceptive
perceptiveness|unperceptiveness
perdition|Heaven
perennial|annual,biennial
perfect|imperfect
perfectibility|imperfectibility
perfection|imperfection
perfectly|imperfectly
periapsis|point
perigee|apogee
perihelion|aphelion
perijove|apojove
perilune|apolune,aposelene
perinatal|postnatal,prenatal
periodic|aperiodic
periodical|aperiodic
peripheral|central
peripherally|centrally
peripteral|apteral
periselene|apolune,aposelene
perish|be
perishable|imperishable
mammal|even-toed
perissodactyl|even-toed
peristalsis|anastalsis
up|de-energise,de-energize,sedate
permanence|impermanence
permanency|impermanence
permanent|impermanent
permanently|temporarily
permeability|impermeability
permeable|impermeable
permeableness|impermeability
permissibility|impermissibility
permissible|impermissible
permissibly|impermissibly
permissive|preventive,unpermissive
permissiveness|unpermissiveness
permit|disallow,forbid,prevent
perpendicular|oblique,parallel,inclined,horizontal
perplex|simplify
perplexed|unperplexed
persistent|caducous
judgement|judgment
judgment|judgment
personal|impersonal
personalise|depersonalise,depersonalize
personalize|depersonalise,depersonalize
personally|impersonally
persuade|dissuade
persuasion|dissuasion
persuasive|dissuasive
persuasiveness|unpersuasiveness
pertinence|inapplicability
pertinency|inapplicability
pervious|impervious
perviousness|imperviousness,impenetrability
pessimism|optimism
pessimist|optimist
pessimistic|optimistic
pessimistically|optimistically
petaled|apetalous
petalled|apetalous
petalless|petalous
petalous|apetalous
larceny|grand
larceny|grand
petty|grand
phanerogamae|Cryptogamia
in|phase
out|phase
philogyny|misogyny
philosophic|nonphilosophical
philosophical|nonphilosophical
phlegmy|dry
photosynthetic|nonphotosynthetic
fitness|unfitness
physical|mental
physicalness|incorporeality,immateriality
pianissimo|fortissimo
piano|forte
apart|praise
at|flatter
up|depress
piece|disassemble
piety|impiety
pigeon-toed|splayfooted
pigmentation|depigmentation
pilosity|hairlessness
pin|unpin
pious|impious
piously|impiously
piousness|impiety
down|louden
pistillate|acarpelous
pit|Heaven
placable|implacable
place|divest
placental|aplacental
plain|cheer,fancy,patterned
plaintiff|defendant
planar|cubic,linear
planned|unplanned
planted|unplanted
mammal|digitigrade
plantigrade|digitigrade,digitigrade
plasticity|unmalleability
platyrhine|catarrhine,leptorrhine
platyrhinian|catarrhine,leptorrhine
platyrrhine|catarrhine,leptorrhine
platyrrhinian|catarrhine,leptorrhine
platyrrhinic|catarrhine,leptorrhine
plausibility|implausibility
plausible|implausible
plausibleness|implausibility
plausibly|incredibly
down|play
up|play
play|tightness
playable|unplayable
playful|unplayful
pleach|unbraid
pleasance|pain
pleasant|unpleasant
pleasantly|disagreeably,unpleasantly
pleasantness|unpleasantness
please|displease
pleased|displeased
pleasing|displeasing
pleasingness|unpleasingness
principle|reality
pleasure|pain
principle|reality
principle|reality
plebeian|proletarian,patrician
pleurocarp|acrocarp
moss|acrocarp
pleurocarpous|acrocarpous
consonant|continuant
sound|continuant
plosive|continuant
ploughed|unplowed
plowed|unplowed
pluck|gutlessness,undercharge
plucked|bowed
pluckiness|gutlessness
plucky|gutless
in|unplug
plumbable|unfathomable
plume|undercharge
form|singular
plural|singular
pluralism|monism
plus|minus,liability
apoapsis|point
periapsis|point
point|unpointedness
pointed|pointless
pointedness|unpointedness
pointless|pointed
polar|equatorial
polemically|uncontroversially
polished|unpolished
polite|uncivil,impolite
politely|discourteously,impolitely
politeness|impoliteness
politic|impolitic
correctitude|political
correctness|political
incorrectness|political
political|nonpolitical
pollution|decontamination
polychromatic|monochromatic
polygamous|monogamous
music|monophonic
polyphonic|monophonic
polyphony|monophonic
polyploid|haploid,diploid
polysemy|monosemy
polytheism|monotheism
polytheistic|monotheistic
polyvalent|monovalent
ponderable|imponderable
people|rich,rich
shape|fitness
poor|rich,rich,rich
poorly|well
poorness|wealth
in|pop
off|be
out|pop
popular|unpopular
popularity|unpopularity
area|rural
poriferous|nonporous
porosity|solidity
porous|nonporous
porousness|solidity
port|starboard
portable|unportable
posed|unposed
charge|negative
positive|negative,neutral,negative
positiveness|unfavorableness,negativeness,negativity
positivism|negativeness,negativity
positivity|unfavorableness,negativeness,negativity
possibility|impossibility
possible|impossible,actual
possibleness|impossibility
possibly|impossibly
postdate|predate
posterior|anterior
posteriority|anteriority,priority
postmeridian|antemeridian
postmortal|antemortem
postmortem|antemortem
postnatal|prenatal,perinatal
postnuptial|prenuptial
postpartum|prenatal,perinatal
postprandial|preprandial
postulate|obviate
postwar|prewar
potable|undrinkable
potence|impotence,impotency
potency|impotence,impotency
potent|impotent
potential|actual
potentiality|incapability
potted|unpotted
poverty|wealth
mower|hand
power|inability,powerlessness
powered|unpowered
powerful|powerless
powerfulness|powerlessness
powerless|powerful
powerlessness|power,powerfulness
practicability|impracticableness,impracticability
practicableness|impracticableness,impracticability
practical|impractical
practicality|impracticality
praise|criticize
precariousness|certainty
precede|succeed,follow,postdate
precedence|posteriority
precedency|posteriority
precedented|unprecedented
precedentedly|unprecedentedly
preceding|succeeding,subsequent
precipitousness|gradualness
precise|imprecise
precisely|inexactly,imprecisely
preciseness|imprecision,impreciseness
precision|imprecision,impreciseness
precocial|altricial
precocious|retarded
predate|postdate
predicative|attributive
predictability|unpredictability
predictable|unpredictable
prefix|suffix
pregnant|nonpregnant
prehensile|nonprehensile
prejudiced|unprejudiced
premarital|postnuptial
premature|full-term
premeditated|unpremeditated
prenatal|perinatal,postnatal
prenominal|predicative
prenuptial|postnuptial
preparation|resolution
prepared|unprepared
preprandial|postprandial
presbyopic|nearsighted
drug|over-the-counter
medicine|over-the-counter
prescription|nonprescription,over-the-counter
linguistics|descriptive
prescriptive|descriptive
presence|absence
present|absent,future,past
presentness|futurity,pastness
preserve|discontinue
preserved|fresh,destroyed
presidential|unpresidential
pressurise|depressurise,depressurize
pressurize|depressurise,depressurize
pretension|unpretentiousness
pretentious|unpretentious,unostentatious
pretentiously|unpretentiously
pretentiousness|unpretentiousness
pretermit|attend
prettify|uglify
prevaricator|square
prevent|let
preventable|unpreventable
preventative|permissive
preventive|permissive
prewar|postwar
pride|humility
pridefulness|humility
priestlike|unpriestly
priestly|unpriestly
primarily|secondarily
cell|electrolytic
primary|secondary
principled|unprincipled
prink|dress
printable|unprintable
priority|posteriority
prise|disesteem,disrespect
enterprise|non-market
private|public
privately|publicly
privatisation|nationalization
privatization|nationalization
privileged|underprivileged
fixe|a
prize|disesteem,disrespect
pro|anti,con,amateur
proactive|retroactive
pro-american|anti-American
probability|improbability
probable|improbable
probably|incredibly
procaryote|eukaryote
procaryotic|eucaryotic,eukaryotic
procedural|substantive
proceed|discontinue
processed|unprocessed,unrefined
pro-choice|pro-life
productive|unproductive,consumptive
productively|unprofitably,fruitlessly,unproductively
productiveness|unproductiveness
productivity|unproductiveness
profane|sacred
professional|nonprofessional,unprofessional,amateur
profit|lose,break
profitability|unprofitability,unprofitableness
profitable|unprofitable
profitableness|unfavorableness,unprofitability,unprofitableness
profitably|unprofitably,fruitlessly,unproductively
profits|losings
profound|superficial
profoundness|shallowness,superficiality
profundity|shallowness,superficiality
prognathic|opisthognathous
prognathous|opisthognathous
progress|recede,regress
progressive|regressive,conservative
prohibit|allow,permit
prokaryote|eukaryote
prokaryotic|eucaryotic,eukaryotic
prolate|oblate
proletarian|patrician,plebeian
pro-life|pro-choice
proliferation|nonproliferation,non-proliferation
prolix|concise
prominence|obscurity
promote|demote
promotion|demotion
promptness|tardiness
pronation|supination
pronounceable|unpronounceable
name|common
noun|common
proper|improper
properly|improperly
properness|improperness,impropriety
propertyless|patrician,plebeian
prophetic|unprophetic
prophetical|unprophetic
propitious|unpropitious
propitiously|unpropitiously,inauspiciously
propitiousness|unpropitiousness,inauspiciousness
proportion|disproportion
font|fixed-width
proportionally|disproportionately
proportionate|disproportionate
proportionately|disproportionately
drug|generic
proprietary|nonproprietary
propriety|improperness,impropriety
proscribe|allow,permit
prosecute|defend
prosecution|defense
prospective|retrospective
protected|unprotected
protective|unprotective
protrusive|intrusive
proud|humble
prove|disprove
proved|unproved
proven|unproved
providence|improvidence
provident|improvident
providentially|imprudently
providently|improvidently
provincial|cosmopolitan
provocative|unprovocative
proximal|distal
proximate|ultimate
prudence|imprudence
prudent|imprudent
prudently|imprudently
psychoactive|nonpsychoactive
psychoneurotic|unneurotic
psychopathy|mental
depression|neurotic
psychotropic|nonpsychoactive
public|private
publically|privately
publicised|suppressed
publicized|suppressed
publicly|privately
publishable|unpublishable
published|unpublished
puke|keep
ahead|fall
down|raise
in|repel,pull
off|fail
out|pull
round|succumb
through|succumb
together|spread
pull|repel,push
pumpkin-shaped|prolate
in|punch
out|punch
punctual|unpunctual
punctuality|tardiness
puncturable|punctureless
punctureless|puncturable
punished|unpunished
punitive|rehabilitative
punitory|rehabilitative
purchase|sell
pure|impure,unsaturated
purebred|crossbred
pureness|impurity
purge|rehabilitate,keep
purifying|adulterating
purity|impurity
purposeful|purposeless
purposefulness|purposelessness
purposeless|purposeful
purposelessness|purposefulness
purposely|accidentally,unintentionally
back|attract
push|pull
off|hearten
on|reduce
option|call
out|bring
sleep|bring
together|disassemble
under|bring
up|level
put|call
pyknic|mesomorphic,ectomorphic
pyretic|antipyretic
quadruped|biped,bipedal
quadrupedal|biped,bipedal
qualified|unqualified
qualify|disqualify
qualifying|failing
qualitative|quantitative
quantitative|qualitative,syllabic,accentual
quash|validate
regnant|male
queen|male
quench|ignite
query|answer
question|answer
questionable|unquestionable
quetch|cheer
quicken|decelerate
quickening|deceleration
quickly|slowly
quiesce|louden
down|louden
quiet|active,sound,agitate,louden,noisy,unquiet,unquietly
quieten|agitate,louden
quietly|noisily,unquietly,loudly
quit|stay,continue,enter,take
quotable|unquotable,unrepeatable
race|linger
racial|nonracial
asymmetry|radial
symmetry|radial
radical|cauline
radioactive|nonradioactive
radiolucent|radiopaque
radio-opaque|radiolucent
radiopaque|radiolucent
raggedness|smoothness
raiment|undress
season|dry
raise|descent,level,lower,demote
raised|lowered
rally|demobilize
random|nonrandom
rapidly|slowly
rarely|often
rase|raise
rational|irrational
rationally|irrationally
bird|carinate
ratite|carinate
out|ravel
ravel|unknot,unravel,unravel,ravel
ravish|disenchant
raw|cooked
rawness|completeness,experience
raze|raise
reactive|unreactive
readability|illegibility
readably|illegibly
ready|unready
ready-made|custom-made
real|unreal,nominal,insubstantial
realism|unreality
realistic|unrealistic
realistically|unrealistically
principle|pleasure
reality|unreality
realness|unreality
rear|front,head,level
rearward|forward
rearwards|forward
reasonable|unreasonable
reasonably|immoderately,unreasonably,unreasonably
reassure|worry
reassuring|unreassuring
recall|forget,issue
recapitulation|cenogenesis
recede|advance,gain
receive|say
received|nonstandard
receptive|unreceptive
receptor|effector
recessive|dominant
reciprocal|nonreciprocal
recognizably|unrecognizably
recollect|forget
recollective|unretentive
reconcilable|irreconcilable
reconciled|unreconciled
reconditeness|clarity
reconstructed|unreconstructed
record|erase
recorded|live
recover|deteriorate
recoverable|unrecoverable
recreate|dishearten
rectifiable|irreparable
rectify|falsify
recto|verso
recuperate|deteriorate
recusant|conformist
ink|gain
red|gain
redress|wrong
reduce|expand,gain,blow
computer|CISC,complex
computing|CISC,complex
reduced|increased
reducible|irreducible
reduction|increase
angle|salient
angle|salient
reentrant|salient
re-entrant|salient
refined|unrefined
reflected|unreflected
reflective|nonreflective
refrain|consume,act
refresh|tire
refreshen|tire
refuse|accept,lend
regain|lose
regard|inattentiveness,disesteem,disrespect
regenerate|unregenerate
registered|unregistered
regorge|keep
regress|progress
regressive|progressive
regretful|unregretful
regrettably|luckily,fortunately
regular|irregular,constipated
regularise|deregulate
regularity|irregularity
regularize|deregulate
regularly|irregularly
regulate|deregulate
regulated|unregulated
time|overtime
regurgitate|keep
rehabilitate|purge
rehabilitative|punitive
reject|approve,accept,admit
rejection|acceptance
rejective|acceptive
rejuvenate|age
relapse|get
relate|dissociate
to|unrelated
related|unrelated
relatedness|unrelatedness
relative|absolute
relax|stiffen,tense,strain,tense
relaxed|tense
release|confine,hold,freeze,block
relegate|promote
relent|stand
relevance|irrelevance
relevancy|irrelevance
relevant|irrelevant
relevantly|irrelevantly
reliability|unreliableness,unreliability,undependableness,undependability
reliable|undependable,unreliable
reliableness|unreliableness,unreliability,undependableness,undependability
reliably|unreliably,undependably,unfaithfully
relieve|enforce
person|nonreligious
religious|irreligious
relinquish|hold
rely|mistrust,distrust
firm|yield
remain|change
remarkably|unremarkably
remediable|irremediable
remember|forget
remote-controlled|manned
remoteness|nearness
removable|irremovable
man|specialist
renewable|unrenewable
renown|infamy
rentable|unrentable
repair|break
reparable|irreparable
repatriate|expatriate
repeatable|unquotable,unrepeatable
repel|attract
repentant|unrepentant,impenitent
repentantly|unrepentantly,impenitently
repetitious|nonrepetitive
repetitive|nonrepetitive
replaceable|irreplaceable
reportable|unreportable
reported|unreported
represent|prosecute
representational|nonrepresentational
representative|nonrepresentative
represented|undelineated
reprobate|approbate
reproducible|unreproducible
repulse|attract
repulsion|attraction
force|attraction
repulsive|attractive
reputability|disreputability,unrespectability
reputable|disreputable
reputably|disreputably
reputation|disrepute
repute|disrepute
requested|unrequested
require|obviate
requirement|inessential
requisite|inessential
requisition|derequisition
resent|wish
resentful|unresentful
reserved|unreserved
resident|migratory,nonresident
residential|nonresidential
resign|take
resist|lend
resister|agonist
resistible|irresistible
resistless|resistible
resolute|irresolute
resolutely|indecisively,irresolutely
resoluteness|irresoluteness
resolution|preparation,irresoluteness
resolve|irresoluteness
resolved|unsolved
respect|disesteem,disrespect,disesteem,disrespect
respectability|disreputability,unrespectability
respectable|unrespectable
respectful|disrespectful
respectfully|disrespectfully
responsibility|irresponsibleness,irresponsibility
responsible|irresponsible
responsibleness|irresponsibleness,irresponsibility
responsibly|irresponsibly
responsive|unresponsive
responsiveness|unresponsiveness
day|workday
rest|be
rested|tired
restore|break
restrained|unrestrained
restraint|unrestraint
restrict|derestrict
restricted|unrestricted
restrictive|unrestrictive
restrictiveness|permissiveness
retail|wholesale
retard|accelerate
retardation|acceleration
retarded|precocious
retch|keep
retentive|unretentive
reticular|nonreticulate
reticulate|nonreticulate
retire|turn
retired|safe
retractile|nonretractile
retreating|advancing
retrieve|forget
retroactive|proactive
retrograde|anterograde,direct,progress
retrogress|progress
retrorse|antrorse
retrospective|prospective
returnable|nonreturnable
revalue|depreciate
revealing|concealing
reverberant|unreverberant
reverence|irreverence
reverend|layman
reverent|irreverent
reverentially|irreverently
reverently|irreverently
reversal|affirmation
reverse|forward,obverse
reversibility|irreversibility
process|irreversible
reversible|irreversible,nonreversible
revived|unrevived
revocable|irrevocable
revokable|irrevocable
revolutionary|counterrevolutionary
reward|penalty,dishonor
rewarding|unrewarding
rex|female
rhetorical|unrhetorical
rh-negative|rh-positive
rh-positive|rh-negative
rhymed|unrhymed
rhymeless|rhymed
rhyming|unrhymed
rhythmic|unrhythmical
rhythmical|unrhythmical
ribbed|ribless
ribless|ribbed
people|poor,poor
rich|poor,poor,poor
richly|meagerly
ricketiness|steadiness
of|necessitate
ride|walk
rifled|unrifled
out|dress
rigged|unrigged
angle|oblique
triangle|oblique
right|left,center,wrongly,incorrectly,left,improperly,wrong,incorrect,wrongfulness,wrong,falsify
triangle|oblique
righteous|unrighteous
righteously|unrighteously
righteousness|unrighteousness
rightfulness|wrongfulness,wrong
right-handed|left-handed,ambidextrous
rightly|unjustly
rightness|inappropriateness,wrongness,incorrectness,wrongness
rigid|nonrigid
rigidity|flexibility
rigidness|flexibility
rimeless|rhymed
riming|unrhymed
rimless|rimmed
rimmed|rimless
ring|open
ringing|unreverberant
ripe|green
ripeness|greenness
risc|CISC,complex
rise|sit
prices|deflation,disinflation
tide|ebbtide
trot|sitting
rising|falling,fall
rivalry|cooperation
game|home
road|cross-country
rob|undercharge
robust|frail
rocky|smooth
up|unfurl
roll|unwind
roly-poly|thin
numeral|Arabic
movement|classicism
romantic|classicist
romantically|unromantically
romanticism|classicism
romanticist|classicist
roofed|roofless
roofless|roofed
root|descendant
coil|stator
rotor|stator
rotten|fresh
rough|smooth,cut
roughen|smooth
roughness|smoothness
round|square
rounded|angular
roundness|angularity
rouse|calm,cause
rude|civil
rudely|courteously,politely
rudeness|courtesy
rugged|delicate
ruminant|nonruminant
into|miss
run|malfunction,idle
running|standing,passing
run-on|end-stopped
area|urban
rural|urban
along|linger
rush|linger,delay
rusted|rustless
rusticity|urbanity
rustless|rusted
rut|anestrus
out|turn
sack|hire
sacred|profane
sad|glad
sadden|gladden
saddle|unsaddle
saddled|unsaddled
sadist|masochist
sadistic|masochistic
sadly|happily
sadness|happiness
safe|dangerous,out
safeness|dangerousness
safety|danger
sagely|foolishly
salable|unsalable
salaried|freelance
saleable|unsalable
angle|reentrant
salient|re-entrant
salinate|desalinate
saltwater|fresh
salty|fresh
salubriousness|insalubriousness,insalubrity
salubrity|insalubriousness,insalubrity
